Authorization required, but no authorization protocol specified

Authorization required, but no authorization protocol specified

Authorization required, but no authorization protocol specified

Authorization required, but no authorization protocol specified

LAMMPS (22 Jul 2025 - Update 5)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread.
  using 1 OpenMP thread(s) per MPI task
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread.
  using 1 OpenMP thread(s) per MPI task
CO2 sorbent = commercial zeolite 13X (mechanical packing only)
Realization seed = 145093
Target particle count = 1850
Bead diameter [m] = 0.0016
Tube diameter [m] = 0.016
Tube-to-particle diameter ratio = 10
Target solid volume [m^3] = 3.96762208197367e-06
Created orthogonal box = (-0.008 -0.008 0) to (0.008 0.008 0.07)
  1 by 1 by 1 MPI processor grid
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Particle insertion: 303 every 319275 steps, 1850 by step 1915651
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 0.00185
  ghost atom cutoff = 0.00185
  binsize = 0.000925, bins = 18 18 76
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair granular, perpetual
      attributes: half, newton off, size, history
      pair build: half/size/bin/atomonly/newtoff
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : si
  Current step  : 0
  Time step     : 2e-07
Per MPI rank memory allocation (min/avg/max) = 7.438 | 7.438 | 7.438 Mbytes
   Step          Time         Atoms        KinEng     c_granularTemp c_solidVolume    c_maxSpeed  
         0   0                      0  -0              0              0             -1e+20        
WARNING: Fewer insertions than requested (src/GRANULAR/fix_pour.cpp:691)
     10000   0.002                167  -0              4.7057407e+15  3.5815832e-07  0.6081889    
     20000   0.004                167  -0              4.6367353e+15  3.5815832e-07  0.59281343   
     30000   0.006                167  -0              4.579244e+15   3.5815832e-07  0.57830849   
     40000   0.008                167  -0              4.5317779e+15  3.5815832e-07  0.5646248    
     50000   0.01                 167  -0              4.4930244e+15  3.5815832e-07  0.55171586   
     60000   0.012                167  -0              4.4618273e+15  3.5815832e-07  0.53953781   
     70000   0.014                167  -0              4.4371688e+15  3.5815832e-07  0.52804926   
     80000   0.016                167  -0              4.4181534e+15  3.5815832e-07  0.51721117   
     90000   0.018                167  -0              4.4039946e+15  3.5815832e-07  0.50698671   
    100000   0.02                 167  -0              4.3940012e+15  3.5815832e-07  0.49734115   
    110000   0.022                167  -0              4.3875675e+15  3.5815832e-07  0.48824171   
    120000   0.024                167  -0              4.3841624e+15  3.5815832e-07  0.47965746   
    130000   0.026                167  -0              4.3833212e+15  3.5815832e-07  0.47155924   
    140000   0.028                167  -0              4.384638e+15   3.5815832e-07  0.46391952   
    150000   0.03                 167  -0              4.3877584e+15  3.5815832e-07  0.45671236   
    160000   0.032                167  -0              4.3923735e+15  3.5815832e-07  0.44991325   
    170000   0.034                167  -0              4.3982148e+15  3.5815832e-07  0.4434991    
    180000   0.036                167  -0              4.4050493e+15  3.5815832e-07  0.43744811   
    190000   0.038                167  -0              4.412675e+15   3.5815832e-07  0.43173971   
    200000   0.04                 167  -0              4.4209176e+15  3.5815832e-07  0.42635452   
    210000   0.042                167  -0              4.4296266e+15  3.5815832e-07  0.42127423   
    220000   0.044                167  -0              4.438673e+15   3.5815832e-07  0.41648157   
    230000   0.046                167  -0              4.4479464e+15  3.5815832e-07  0.41196027   
    240000   0.048                167  -0              4.4573525e+15  3.5815832e-07  0.40769496   
    250000   0.05                 167  -0              4.4668115e+15  3.5815832e-07  0.40367114   
    260000   0.052                167  -0              4.4762559e+15  3.5815832e-07  0.39987515   
    270000   0.054                167  -0              4.4856293e+15  3.5815832e-07  0.39629407   
    280000   0.056                167  -0              4.4948846e+15  3.5815832e-07  0.39291576   
    290000   0.058                167  -0              4.5039831e+15  3.5815832e-07  0.38972871   
    300000   0.06                 167  -0              4.5128934e+15  3.5815832e-07  0.38672212   
    310000   0.062                167  -0              4.52159e+15    3.5815832e-07  0.38388575   
WARNING: Fewer insertions than requested (src/GRANULAR/fix_pour.cpp:691)
    320000   0.064                397  -0              5.0134272e+15  8.5143025e-07  0.62346137   
    330000   0.066                397  -0              4.9386301e+15  8.5143025e-07  0.59961513   
    340000   0.068                397  -0              4.8746221e+15  8.5143025e-07  0.5847251    
    350000   0.07                 397  -0              4.8183664e+15  8.5143025e-07  0.57067811   
    360000   0.072                397  -0              4.7788717e+15  8.5143025e-07  0.5419315    
